Borough,Job Type,Job Status,Approved,Job #,Building Type,Pre- Filing Date,BUILDING_CLASS,Job Description,Date_Approved,Fully Paid,GIS_LATITUDE,GIS_LONGITUDE,Initial Cost
MANHATTAN,DM,E,01/05/2023,123915790,OTHERS,01/05/2023,K4,"FULL DEMOLITION OF TWO STORY STRUCTURE, USING HAND HELD AND MECHANICAL MEANS. FOUNDATIONS AND ELECTRIC VAULT TO REMAIN.",2023-05-01,01/05/2023,40.813659,-73.948636,$0.00
MANHATTAN,DM,E,02/06/2023,123915807,OTHERS,02/06/2023,O2,"FULL DEMOLITION OF THREE STORY STRUCTURE, USING HAND HELD AND MECHANICAL MEANS TO LOAD OUT DEBRIS, BACK-FILL SITE, AND ASSIST WITH MECHANICAL ON GROUND ONLY. FOUNDATIONS TO REMAIN.",2023-06-02,02/06/2023,40.766104,-73.995137,$0.00
MANHATTAN,DM,E,02/06/2023,123915816,OTHERS,02/06/2023,O2,"FULL DEMOLITION OF 6 STORY STRUCTURE, USING HAND HELD AND MECHANICAL MEANS TO ASSIST WITH STRUCTURE DEMOLITION, LOAD OUT DEBRIS AND BACK-FILL SITE. FOUNDATION TO REMAIN.",2023-06-02,02/06/2023,40.766019,-73.994932,$0.00
MANHATTAN,DM,X,02/01/2023,123915914,OTHERS,02/01/2023,V1,"FULL DEMOLITION OF FOUR STORY STRUCTURE, USING HAND HELD AND MECHANICAL MEANS TO ASSIST.",2023-01-02,02/01/2023,40.761325,-73.963805,$0.00
MANHATTAN,DM,X,02/01/2023,123915923,OTHERS,02/01/2023,V1,"FULL DEMOLITION OF FOUR STORY STRUCTURE, USING HAND HELD AND MECHANICAL MEANS TO ASSIST.",2023-01-02,02/01/2023,40.761372,-73.963769,$0.00
MANHATTAN,DM,X,02/08/2023,123915870,OTHERS,02/08/2023,D6,"FULL DEMOLITION OF HIGH TWO STORY STRUCTURE, USING HAND HELD AND MECHANICAL MEANS TO ASSIST.",2023-08-02,02/08/2023,40.747303,-73.997041,$0.00
MANHATTAN,DM,X,03/03/2023,123915905,OTHERS,03/03/2023,V1,"FULL DEMOLITION OF ONE STORY STRUCTURE USING HAND HELD, AND MECHANICAL TO ASSIST ON GRADE, AND TO LOAD OUT DEBRIS AND BACK-FILL SITE.",2023-03-03,03/03/2023,40.870967,-73.914387,$0.00
MANHATTAN,SC,U,01/04/2023,123916655,OTHERS,11/03/2022,H1,APPLICATION FILED FOR SUBDIVISION CONDOMINIUM. TAX LOT 19 TO BE SUBDIVIDED INTO 100 NEW CONDO TAX LOTS; LOTS 1301 THRU 1400. NO CHANGE TO ZONING. NO CHANGE TO METES AND BOUNDS. NO WORK UNDER THIS APPLICATION. CONDITIONS SHOWN ON PLANS FILED WITH THE REAL PROPERTY ASSESSMENT BUREAU: SURVEYING DIVISION AND APPROVED BY DOB UNDER ALT #123898069 .,2023-04-01,11/03/2022,40.763906,-73.978276,$0.00
MANHATTAN,SC,U,01/10/2024,123918476,OTHERS,12/14/2023,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMERLY KNOWN AS LOTS 1001 &amp; 1002, NOW KNOWN AS LOTS 1001 THROUGH 1006. THERE IS NO CHANGE TO METES AND BOUNDS, NO WORK, OR CHANGE TO ZONING UNDER THIS APPLICATION.",2024-10-01,12/14/2023,40.708546,-74.011041,$0.00
MANHATTAN,SC,U,01/11/2023,123917315,OTHERS,01/09/2023,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMERLY KNOWN AS LOT 1489, NOW KNOWN AS LOTS 1501, 1502 &amp; 1503. NO CHANGES TO METES &amp; BOUNDS. NO CHANGE TO ZONING. THERE IS NO WORK UNDER THIS APPLICATION.",2023-11-01,01/09/2023,40.774801,-73.982186,$0.00
MANHATTAN,SC,U,01/11/2023,123917333,OTHERS,01/09/2023,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMERLY KNOWN AS TAX LOT 1, NOW KNOWN AS TAX LOTS 1201-1215. NO CHANGES TO METES AND BOUNDS.",2023-11-01,01/09/2023,40.728347,-74.005343,$0.00
MANHATTAN,SC,U,02/01/2023,123908600,OTHERS,01/27/2023,R0,CONDO SUBDIVISION OF NEW BUILDING #104696009. NO WORK TO BE PERFORMED UNDER THIS APPLICATION. SUBDIVIDING LOT 1 INTO LOTS 1301 THROUGH 1304. LOT 1301 RETAIL 1 UNIT. LOT 1302 RETAIL 2 UNIT. LOT 1303 PARKING UNIT. LOT 1304 CO-OP UNIT.,2023-01-02,01/27/2023,40.72392,-74.010282,$0.00
MANHATTAN,SC,U,02/01/2024,121253918,OTHERS,01/26/2024,R0,SUBDIVIDE EXISTING TAX LOT INTO THREE CONDO TAX LOTS. NO CHANGE TO ZONING UNDER THIS APPLICATION.,2024-01-02,01/26/2024,40.71672,-73.985646,$0.00
MANHATTAN,SC,U,02/02/2023,123916995,OTHERS,12/14/2022,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMERLY KNOWN AS LOTS 1001 &amp; 1002, NOW KNOWN AS LOTS 1001 THROUGH 1005. THERE IS NO WORK, CHANGE TO ZONIN G OR METES &amp; BOUNDS UNDER THIS APPLICATION.",2023-02-02,12/14/2022,40.708546,-74.011041,$0.00
MANHATTAN,SC,U,02/08/2023,123917011,OTHERS,12/16/2022,R0,TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. LOT 1201 IS BEING SUBDIVIDED CREATING NEW LOT 1203. NO CHANGES TO ZONNING OR METES AND BOUNDS. THERE I NO WORK UNDER THIS APPLICATION.,2023-08-02,12/16/2022,40.746069,-73.982071,$0.00
MANHATTAN,SC,U,02/08/2024,124039469,OTHERS,01/19/2024,R0,CONDOMINIUM TAX LOT SUBDIVISION FOR FOUR (4) UNIT CONDOMINIUM BUILDING (TAX LOTS 1001-1004). NO CHANGE TO ZONING LOT METES AND BOUNDS. FILED IN CONJUNCTION WITH NEW BUILDING M00641512.,2024-08-02,01/19/2024,40.802598,-73.957013,$0.00
MANHATTAN,SC,U,03/01/2024,124039753,OTHERS,02/22/2024,R0,"HEREBY FILING FOR CONDOMINIUM SUBDIVISION IN ACCORDANCE WITH ALT-CO M00563000, TENTATIVE LOTS 1101-1104.",2024-01-03,02/22/2024,40.78978,-73.975963,$0.00
MANHATTAN,SC,U,03/03/2023,123905747,OTHERS,11/03/2021,R0,"SUBDIVISION OF EXISITING CONDO LOT INTO 3 LOTS. TENTATIVE LOTS ISSUED BY DOF ARE 1006, 1041, 1042.",2023-03-03,11/03/2021,40.746816,-73.98364,$0.00
MANHATTAN,SC,U,03/04/2024,124039209,OTHERS,01/26/2024,H8,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. LOT FORMERLY KNOWN AS 30, NOW KNOWN AS LOTS 1301 &amp; 1302. NO CHANGE TO METES &amp; BOUNDS OR ZONING. THERE IS NO WORK UNDER THIS APPLICATION.",2024-04-03,01/26/2024,40.710986,-74.006803,$0.00
MANHATTAN,SC,U,03/04/2024,124039236,OTHERS,02/22/2024,O4,TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMER LOT KNOWN AS LOT 33 NOW KNOWN AS LOTS 1001-1003. NO CHANGES TO METES &amp; BOUNDS OR ZONING. THERE IS NO WORK UNDER THIS S.C. APPLICATION.,2024-04-03,02/22/2024,40.756376,-73.986713,$0.00
MANHATTAN,SC,U,03/06/2024,124039192,OTHERS,01/23/2024,R0,TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. LOT FORMERLY KNOWN AS LOT 1303 NOW KNOWN AS LOTS 1501 THRU 1503. NO CHANGE TO METES AND BOUNDS OR ZONING.THERE IS NO WORK UNDER THIS APPLICATIO N. SEE SECTION 24.,2024-06-03,01/23/2024,40.771063,-73.989133,$0.00
MANHATTAN,SC,U,03/08/2023,123919732,OTHERS,05/11/2022,R0,SUB DIVISION APPLICATION 66 CLINTON ST FOR 12 RESIDENTIAL LOTS AS SHOWN IN CONJUNCTION WITH NEW BUIDING JOB # 121205711 SUB DIVISION APPLICATION 66 CLINTON ST FOR 12 RESIDENTIAL LOTS AS SHOWN HREWITH,2023-08-03,05/11/2022,40.719379,-73.984906,$0.00
MANHATTAN,SC,U,03/08/2024,121253945,OTHERS,03/07/2024,R0,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE TAX LOT 23 INTO TWENTY-SIX (26) CONDO TAX LOTS, 1201-1226. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION. CONDO TAX LOTS 1201-1205 ARE FOR COMMUNITY FACILITY USE, AND CONDO TAX LOTS 1206-1226 ARE FOR RESIDENTIAL USE.",2024-08-03,03/07/2024,40.792001,-73.965467,$0.00
MANHATTAN,SC,U,03/11/2024,123917510,OTHERS,01/03/2024,D6,"CONDO SUBDIVISION FOR LOT#10. TOTAL 2 CONDO TAX LOTS. TAX LOT#1101 FOR COMMERCIAL USE UNIT 1 - COMMERCIAL (CEL, 1FL), TAX LOT#1102 FOR RESIDENTIAL USE UNIT 2 - RESIDENTIAL (2FL - 12FL). RELATED NEW BUILDING APPLICATION FILED UNDER JOB#121209138.",2024-11-03,01/03/2024,40.865818,-73.926444,$0.00
MANHATTAN,SC,U,04/05/2023,123917761,OTHERS,02/16/2023,R0,SUBDIVIDE EXISTING TAX LOT INTO TWO (2) CONDO TAX LOTS. NO CHANGE IN ZONING UNDER THIS APPLICATION,2023-05-04,02/16/2023,40.724952,-73.992297,$0.00
MANHATTAN,SC,U,04/11/2023,123917805,OTHERS,03/10/2023,R0,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE CONDO TAX LOT 1001 INTO TWO (2) CONDO TAX LOTS, 1101 &amp; 1102. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION. CONDO TAX LOTS 1101 &amp; 1102 ARE FOR COMMERCIAL USE.",2023-11-04,03/10/2023,40.758534,-73.994802,$0.00
MANHATTAN,SC,U,05/08/2023,123917752,OTHERS,02/13/2023,R0,THIS APPLICATION IS FILED FOR CONDO SUBDIVISION INTO 11 TAX LOTS CONSISTING OF 11 RESIDENTIAL UNITS. THE BUILDING WILL CONTAIN CELLAR SPACE AND 6 STORAGE LOCKERS.,2023-08-05,03/13/2023,40.756462,-73.966421,$0.00
MANHATTAN,SC,U,05/08/2023,123918047,OTHERS,04/27/2023,R0,"APPLICATION FILED FOR CONDOMINIUM SUBDIVISION. CONDOMINIUM #3013 IN BLOCK 689, TAX LOT 17 TO BE SUBDIVIDED INT0 239 NEW CONDO TAX LOTS: #1001 TO #1239. NO CHANGE TO USE, EGRESS, OCCUPANCY, ZONING, METES &amp; BOUNDS UNDER THIS APPLICATION.",2023-08-05,04/27/2023,40.745183,-74.008236,$0.00
MANHATTAN,SC,U,05/09/2023,123917823,OTHERS,03/30/2023,R0,HEREBY FILING FOR CONDOMINIUM SUBDIVISION IN CONJUNCTION WITH NB APPLICATION # 121209469 LOT 59 TO BE REAPPORTIONED TO LOTS 1201-1205.,2023-09-05,03/30/2023,40.796128,-73.947681,$0.00
MANHATTAN,SC,U,05/09/2024,124039129,OTHERS,01/04/2024,R0,APPLICATION FILED FOR SUBDIVISION CONDOMINIUM. TAX LOT 14 TO BE SUBDIVIDED INTO 273 NEW CONDO TAX LOTS 1101-1373. NO CHANGE TO ZONING. NO CHANGE TO METES AND BOUNDS. NO WORK UNDER THIS APPLICATION. CONDITIONS SHOWN ON PLANS FILED WITH THE REAL PROPERTY ASSESSMENT BUREAU: SURVEYING DIVISION AND APPROVED BY DOB UNDER NB 121183799.,2024-09-05,01/04/2024,40.709174,-74.013057,$0.00
MANHATTAN,SC,U,06/01/2023,123916539,OTHERS,10/11/2022,R0,"HEREWITH FILING CONDOMINIUM SUB-DIVISION (COND0 #3142) BLOCK 1600, LOT 30, AND CONDO LOTS 1301 THRU 1331. NO WORK IS PROPOSED UNDER THIS APPLICATION.",2023-01-06,10/11/2022,40.800912,-73.94702,$0.00
MANHATTAN,SC,U,06/03/2024,124040242,OTHERS,05/14/2024,D6,HEREBY FILING FOR CONDOMINIUM SUBDIVISION IN CONJUNCTION WITH NB APPLICATION # 123752153. LOTS 1601-1610 SEE COMMENTS FOR ADDITIONAL INFO,2024-03-06,05/16/2024,40.73884,-73.992613,$0.00
MANHATTAN,SC,U,06/06/2023,123918145,OTHERS,06/01/2023,D7,FILING HEREWITH FOR THE CONDOMINIUM  SUBDIVISION,2023-06-06,06/01/2023,40.724016,-74.007879,$0.00
MANHATTAN,SC,U,06/06/2024,124040260,OTHERS,05/14/2024,D7,HEREBY FILING FOR CONDOMINIUM SUBDIVISION IN CONJUNCTION WITH NB APPLICATION # 123752162. LOTS 1501-1514 SEE COMMENTS FOR ADDITIONAL INFO,2024-06-06,05/16/2024,40.738322,-73.993162,$0.00
MANHATTAN,SC,U,06/07/2024,124040082,OTHERS,04/09/2024,H2,CONDO SUBDIVISION FOR LOT#5. TOTAL 148 CONDO TAX LOTS# 1001-1148 (3 COMMUNITY FACILITY UNITS AND 145 RESIDENTIAL UNITS).  NO CHANGE TO ZONING UNDER THIS APPLCIATION. NO CHANGE TO METES AND BOUNDS. NO WORK UNDER THIS APPLICATION. RELATED ALT-1 APPLICATION FILED UNDER JOB#101985933.,2024-07-06,04/09/2024,40.782597,-73.973026,$0.00
MANHATTAN,SC,U,07/03/2023,123917440,OTHERS,06/28/2023,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMERLY KNOWN AS LOT 1, NOW KNOWN AS LOTS 1201 THROUGH 1210. NO CHANGES TO METES &amp; BOUNDS. THERE IS NO WORK, OR CHANGES TO ZONING UNDER THIS APPLICATION.",2023-03-07,06/28/2023,40.755733,-73.970171,$0.00
MANHATTAN,SC,U,07/03/2023,123918074,OTHERS,05/18/2023,R0,"CONDOMINIUM SUBDIVISION OF 1 LOT(BLOCK:1542, LOT:13)INTO 24 TAX LOTS. THERE IS NO WORK, NO CHANGE IN ZONING UNDER THIS APPLICATION.",2023-03-07,05/18/2023,40.773039,-73.954321,$0.00
MANHATTAN,SC,U,07/03/2024,124040466,OTHERS,06/17/2024,M9,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE TAX LOT 50 INTO 2 CONDO TAX LOTS, 1201 &amp; 1202. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS THROUGH THIS APPLICATION. CONDO TAX LOTS 1201 &amp; 1202 ARE FOR COMMUNITY FACILITY USE. ASSOCIATED NB # M00553463-I1.",2024-03-07,06/17/2024,40.782533,-73.952924,$0.00
MANHATTAN,SC,U,07/05/2023,123917431,OTHERS,06/28/2023,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMERLY KNOWN AS TAX LOTS 1001 AND 1002, NOW KNOWN AS TAX LOTS 1001, 1002, AND 1003. NO CHANGES TO METES AND BOUNDS.",2023-05-07,06/28/2023,40.768917,-73.992426,$0.00
MANHATTAN,SC,U,07/05/2023,123918289,OTHERS,06/15/2023,R0,APPLICATION FILED FOR SUBDIVISION CONDO,2023-05-07,06/15/2023,40.803126,-73.946325,$0.00
MANHATTAN,SC,U,07/05/2023,123918341,OTHERS,07/03/2023,D3,FILING HEREWITH FOR CONDOMINIUM SUBDIVISION. NO CHANGE TO ZONING LOTS. FILED IN CONJUNCTION WITH NB 121190549,2023-05-07,07/03/2023,40.740976,-73.995879,$0.00
MANHATTAN,SC,U,07/08/2024,124039281,OTHERS,06/17/2024,R0,TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. FORMER LOT 1202 NOW KNOWN AS LOTS 1301 AND 1302. NO CHANGES TO METES &amp; BOUNDS OR ZONING. THERE IS NO WORK UNDER THIS APPLICATION.,2024-08-07,06/17/2024,40.755733,-73.970171,$0.00
MANHATTAN,SC,U,07/10/2023,123918323,OTHERS,07/07/2023,O6,HEREWITH FILING CONDO SUBDIVISION FOR CONDO# 3203 LOTS 1001-1002.,2023-10-07,07/07/2023,40.714417,-74.006089,$0.00
MANHATTAN,SC,U,07/10/2023,123918369,OTHERS,07/07/2023,D7,HEREWITH FILING CONDO SUBDIVISION FOR CONDO# 3204 LOTS 1001-1002,2023-10-07,07/07/2023,40.865947,-73.926075,$0.00
MANHATTAN,SC,U,07/11/2024,121254034,OTHERS,06/20/2024,R0,SUBDIVIDE EXISTING TAX LOT INTO TWO CONDO TAX LOTS. NO CHANGE TO ZONING UNDER THIS APPLICATION.,2024-11-07,06/20/2024,40.858508,-73.929532,$0.00
MANHATTAN,SC,U,08/01/2024,124040509,OTHERS,06/25/2024,I1,SUBDIVIDE EXISTING TAX LOT INTO TWO CONDO TAX LOTS. NO CHANGE TO ZONING UNDER THIS APPLICATION.,2024-01-08,06/25/2024,40.765146,-73.988982,$0.00
MANHATTAN,SC,U,08/02/2024,124039290,OTHERS,07/01/2024,R0,"TAX LOT SUBDIVISION FOR CONDOMINUM PURPOSES ONLY. FORMER TAX LOT 34, NOW KNOWN AS LOTS 1201 THRU 1321. NO CHANGE TO METES &amp; BOUNDS. THIS IS A NO WORK APPLICATION, AND THERE IS NO CHANGE TO ZONING.",2024-02-08,07/01/2024,40.758629,-73.961619,$0.00
MANHATTAN,SC,U,08/04/2023,123918421,OTHERS,07/31/2023,R0,"TAX LOT SUBDIVISION FOR CONDOMINIUM PURPOSES ONLY. LOT FORMERLY KNOWN AS 60 NOW KNOWN AS TAX LOTS 1501, 1502, 1503, 1504, 1505, 1506, 1507, 1508, 1509, 1510 , 1511, 1512 AND 1513. NO CHANGES TO METES AND BOUNDS. THERE IS NO WORK OR CHANGES TO ZONING UNDER THIS APPLICATION.",2023-04-08,07/31/2023,40.807757,-73.94756,$0.00
MANHATTAN,SC,U,08/08/2023,121253810,OTHERS,05/26/2023,R0,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE TAX LOT 8 INTO FOUR (4) CONDO TAX LOTS - 1401-1404. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION. CONDO TAX LOTS 1401-1404 ARE FOR COMMERCIAL USE.",2023-08-08,05/30/2023,40.740679,-74.004695,$0.00
MANHATTAN,SC,U,09/05/2024,123917636,OTHERS,06/24/2024,R0,SUBDIVISION CONDOMINIUM HEREWITH FILED LOT NO. 49 TENTATIVE LOT NOS.1101-1103. DEPT. OF FINANCE CONDO NO. 3263. SEE COMMENTS FOR DETAILS. RELATED DOB NOW BUILD APPLICATION NO.M00821501-I1,2024-05-09,06/24/2024,40.769077,-73.9674,$0.00
MANHATTAN,SC,U,09/06/2023,123918546,OTHERS,08/24/2023,R0,"SUBDIVISION OF LOT 60 INTO TEN (10) RESIDENTIAL CONDOMINIUM TAX LOTS. NO CHANGE IN ZONING, USE , EGRESS, OR OCCUPANCY.",2023-06-09,08/24/2023,40.803222,-73.968322,$0.00
MANHATTAN,SC,U,09/08/2023,123918387,OTHERS,07/10/2023,R0,"PROPOSED: FILING CONDO REAPPORTIONMENT OF LOT 40. THE NEW ASSIGNED CONDO TAX LOTS 1401-1405. NO CHANGE TO THE ZONING LOT UNDER THIS APPLICATION. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",2023-08-09,07/10/2023,40.720322,-73.99636,$0.00
MANHATTAN,SC,U,09/08/2023,123918519,OTHERS,08/17/2023,R0,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE TAX LOT 53 INTO THIRTY-ONE (31) CONDO TAX LOTS - 1401-1431. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION. CONDO TAX LOTS 1401-1431 ARE FOR COMMERCIAL USE.",2023-08-09,08/17/2023,40.755685,-73.972943,$0.00
MANHATTAN,SC,U,10/08/2023,123918699,OTHERS,09/20/2023,R0,FILING HEREWITH FOR CONDOMINIUM SUBDIVISION WITH NO CHANGE TO ZONING LOTS.ALL WORK IN CONJUNCTION WITH NB 121203731,2023-08-10,09/20/2023,40.76676,-73.993978,$0.00
MANHATTAN,SC,U,11/08/2023,123918788,OTHERS,10/03/2023,D7,APPLICATION FILED TO UPDATE CONDO DRAWINGS TO SHOW REALOCATION OF PACES ON THE ROOF. THIS APPLICATION IS FILED TO SUPERSEDE THE PREVIOUS SUBDIVISION APPLICATION #121209566,2023-08-11,10/03/2023,40.723256,-74.001883,$0.00
MANHATTAN,SI,U,02/02/2024,124039067,OTHERS,12/19/2023,D6,HEREWITH FILING A SUBDIVISION FILING FOR NEW METES AND BOUNDS. FILED IN CONJUNCTION WITH ALT-CO APPLICATION #M00886510-I1.,2024-02-02,12/19/2023,40.777182,-73.956174,$0.00
MANHATTAN,SI,U,04/01/2024,124039496,OTHERS,01/29/2024,M1,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE TAX LOT 22 INTO TWO (2) TAX LOTS, 22 &amp; 27. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION.",2024-01-04,01/29/2024,40.726212,-73.974207,$0.00
MANHATTAN,SI,U,04/11/2024,124039584,OTHERS,02/16/2024,H3,APPLICATION FILED HEREIN TO SUBDIVIDE TAX LOT 9 INTO 2 SEPARATE TAX LOTS AS PER THE APPROVED RP602. NO CHANGE TO THE EXISTING ZONING LOT.,2024-11-04,02/16/2024,40.757391,-73.980328,$0.00
MANHATTAN,SI,U,05/05/2023,121253794,OTHERS,04/13/2023,R0,"THIS IS A NO WORK APPLICATION TO REAPPORTION EXISTING TAX LOTS 22 AND 25. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION. TAX LOTS 22 AND 25 COMPRISE A SINGLE ZONING LOT.",2023-05-05,04/13/2023,40.724705,-74.002782,$0.00
MANHATTAN,SI,U,05/07/2024,123918715,OTHERS,09/26/2023,M1,FILING HEREWITH TO SUBDIVIDE LOT 54 INTO TWO TAX LOTS (PROPOSED TAX LOTS ARE 53 AND 54.,2024-07-05,10/03/2023,40.753626,-73.996903,$0.00
MANHATTAN,SI,U,05/07/2024,124040340,OTHERS,05/06/2024,M1,"THIS IS A NO WORK APPLICATION TO SUBDIVIDE TAX LOT 22 INTO TWO (2) TAX LOTS, 22 &amp; 27. NO WORK, AND NO CHANGE IN USE, ZONING, OR EGRESS UNDER THIS APPLICATION.",2024-07-05,05/06/2024,40.726212,-73.974207,$0.00
MANHATTAN,SI,U,06/05/2024,124039272,OTHERS,06/04/2024,O3,TERMINATION OF CONDOMINIUM.,2024-05-06,06/04/2024,40.728158,-74.009521,$0.00
MANHATTAN,SI,U,06/10/2024,124039263,OTHERS,06/04/2024,O3,"REPLACING EXISTING CONDOMINUM TAX LOTS 1101, 1102, 1103 WITH NEW BASE TAX LOTS 2, 30, &amp; 4 AS CONDOMINIUM IS BEING TERMINATED.",2024-10-06,06/04/2024,40.728158,-74.009521,$0.00
MANHATTAN,SI,U,07/05/2024,124040224,OTHERS,05/09/2024,K4,PROPOSED TO ESTABLISH NEW METES AND BOUNDS FOR EXISTING LOTS 13 AND 14. FILING IN CONJUCTION WITH 110404376 ON LOT 14 (197-201 GRNAD ST),2024-05-07,05/09/2024,40.71921,-73.996991,$0.00
MANHATTAN,SI,U,08/03/2023,123918314,OTHERS,06/26/2023,S3,TO COMBINE LOTS 54 AND 55.,2023-03-08,06/26/2023,40.735429,-74.006037,$0.00
QUEENS,A1,P,05/10/2024,421816645,OTHERS,04/01/2024,D1,NO WORK APPLICATION HEREBY FILED TO DOCUMENT TRANSFER OF DEVELOPMENT RIGHTS. ZONING COMPLIANCE APPROVED UNDER NEW BUILDING #421133222.,2024-10-05,04/03/2024,40.774582,-73.932957,$1.00
QUEENS,A1,R,01/05/2024,421839210,OTHERS,10/27/2023,K1,NO WORK APPLICATION TO CHANGE OCCUPANCY,2024-05-01,10/27/2023,40.759888,-73.879898,$1000.00
QUEENS,A1,R,01/08/2024,421839577,OTHERS,01/03/2024,D6,FILE TO CORRECT THE WORDING OF THE C/O FOR THE DAYCARE AT 001 AS PER DOH COMMENTS,2024-08-01,01/04/2024,40.746725,-73.952773,$8000.00
QUEENS,A1,R,03/08/2023,421810348,OTHERS,06/15/2022,O2,HEREWITH FILING NO WORK ALT-1 TO REVISE C OF O. NO CHANGE EGRESS.,2023-08-03,06/15/2022,40.753292,-73.924684,$1000.00
QUEENS,A1,R,05/02/2023,421810892,OTHERS,08/04/2022,A1,"ON 03/22/1961, MY CLIENT STARTED THE PERMITTING PROCESS FOR A ONE-STORY FRAME GARAGE. THE GARAGE HAS SINCE BEEN BUILT, AND THE WORK PERMIT HAS NOT BEEN SIGNED-OFF; THEREFORE, THE JOB SEEKS TO HAVE FINAL SIGN-OFF AND OBTAIN A CO. PREVIOUS JOB NUMBER NB3663/1961.",2023-02-05,08/04/2022,40.762629,-73.738535,$1.00
QUEENS,A1,R,05/02/2024,421816155,OTHERS,10/02/2023,E9,PROPOSED CHANGE OF USE FOR FIRST FLOOR FROM WAREHOUSE TO MANUFACTURING ESTABLISHMENT FOOD PRODUCT(BAKERY)-ALL AS PER PLANS FILED HEREWITH. NO WORK TO BE DONE UNDER THIS APPLICATION. FILING TO CURE ECB VIOLATION34375869Z LEGALIZE EXISTING MEZZANINES. CONSTRUCTION WORK FILED UNDER APPLICATIONS 401194024 AND 401408339,2024-02-05,10/04/2023,40.766777,-73.906037,$100.00
QUEENS,A1,R,05/08/2024,421839942,OTHERS,03/04/2024,R0,"NO WORK.  AMEND EXISTING CERTIFICATE OF OCCUPANCY ON FIRST FLOOR ONLY.   CHANGE UNIT 101,102 AND 104 FROM AMBULATORY DIAGNOSTICS FACILITY USE TO   RELIGIOUS CLASSROOMS (ACCESSORY USE WITH EXISTING TEMPLE (HOUSE OF WORSHIP)   OBTAIN NEW C OF O ONLY.",2024-08-05,03/04/2024,40.768931,-73.831235,$3000.00
QUEENS,A1,R,06/02/2023,421860418,OTHERS,09/23/2019,K1,"HEREWITH FILING APPLICATION TO OBTAIN BSA APPROVAL FOR EXISTING USE GROUP 6 COMMERCIAL SPACE/ RETAIL STORE  ORIGINALLY FILED AND APPROVED UNDER BSA DOCKET NO.180-98-BZ, NO WORK TO BE DONE UNDER THIS APPLICATION ONLY OBTAIMENT OF BSA APPROVAL.",2023-02-06,09/23/2019,40.751247,-73.803579,$1000.00
QUEENS,A1,R,08/05/2024,421204743,1-2-3 FAMILY,04/23/2024,G4,NO WORK TO BE PERFORMED. APPLICATION FILED ONLY TO OBTAIN C OF O.,2024-05-08,04/23/2024,40.718023,-73.81592,$1000.00
QUEENS,A1,R,08/10/2023,421838471,1-2-3 FAMILY,07/10/2023,C0,NO WORK APPLICATION FILED TO CORRECT EXISTING CERTIFICATE OF OCCUPANCY,2023-10-08,07/10/2023,40.695377,-73.797036,$1000.00
QUEENS,A1,R,11/03/2023,421134276,OTHERS,05/18/2023,H3,CONVERSION OF EXISTING 12 STORY HOTEL TO COMMUNITY FACILITY*,2023-03-11,05/18/2023,,,$56500000.00
QUEENS,A1,R,11/03/2023,421839041,OTHERS,10/13/2023,O5,APPLICATION FILED TO CORRECT LAST ISSUED C OF O ASSOCIATED WITH ALT-CO Q00732663-I1  ISSUED WITHOUT FIRST FLOOR OCCUPANCY AND USE. NEW C OF O TO BE OBTAIN WITH MEDICAL OFFICES USE ON EXISTING FIRST FLOOR. THERE IS NO WORK PROPOSED UNDER THIS APPLICATION.,2023-03-11,10/13/2023,40.766084,-73.919655,$1000.00
